"incident_id","university_id","university","date","date_formatted","hours","minutes","am_pm","unix","iso","timestamp","time","report_text","incident_category","incident_classification"
"6482146c6bf3050026d94390","5b6627aa2d3d920bd798d0ef","University of Cincinnati","06/07/2023","06/07/2023","12","00","AM",1.686096e+12,"2023-06-07T00:00:00.000Z","06/07/2023 12:00 am",720,"<p>A brother in a fraternity allegedly made comments in a fraternity group chat stating, ""If we thinkg about it, Hitler wasn't a bad person, he did [what] he thought was best for his country, so can you really blame him"" followed by an image of Hitler [1].","TARGETING JEWISH STUDENTS AND STAFF","GENOCIDAL EXPRESSION, HISTORICAL"
"64821efd105fce00263d7f36","5b4bd8b32d7f5f28788b177d","University of California System","06/07/2023","06/07/2023","12","00","AM",1.686096e+12,"2023-06-07T00:00:00.000Z","06/07/2023 12:00 am",720,"<p>UC Divest released a ""Coalition Collective Statement"" which called on the UC Regents to divest ""all assets invested in war and weapons manufacturing"" including the ""manufacturing of weapons, missiles, and surveillance technology, sponsoring military operations in Palestine, the Philippines, the US-Mexico border, Yemen, Iraq, Afganistan, Mauna Kea and Los Angeles""[1].","BDS ACTIVITY","CALLS FOR BDS"
"647f8ef4a21e75002705ae58","5b4bd8b02d7f5f28788b1621","CUNY System","06/06/2023","06/06/2023","12","00","AM",1686009600000,"2023-06-06T00:00:00.000Z","06/06/2023 12:00 am",720,"<p>CUNY 4 Palestine (made up of students, faculty, and community members) disrupted a Board of Trustees Meeting with a speaker that made demonizing remarks [1], followed by shouts outside the meeting that included ""Zionism Out of CUNY""[2], a press release and flyers [3], and speeches that denigrated Jewish students and the CUNY Chancellor [4].","TARGETING JEWISH STUDENTS AND STAFF","DENIGRATION, BULLYING, DEMONIZATION, DISCRIMINATION"
"647e23b3eb410b0026340425","5b4bd8b32d7f5f28788b17eb","University of South Florida","06/02/2023","06/02/2023","12","00","AM",1.685664e+12,"2023-06-02T00:00:00.000Z","06/02/2023 12:00 am",720,"<p>Students for Socialism USF held a ""No Appetite for Apartheid"" campaign [1], which involved visiting local establishments to ""encourage them to boycott Israel and proudly label themselves ""apartheid-free"" to ensure our community does not support oppression"" as ""One of the main goals of our BDS campaign is to get the USF Foundation to divest, so make sure to sign our petition""[2], which got Apna Bazaar, Al Aqsa Grocery, Sultan Market, Istanbul Market, and Amana Grocery to display a prominent sign stating, ""THIS STORE IS APARTHEID FREE,"" ""This store has No Appetite for Apartheid and is proudly boycotting all Israeli products that operate in illegal Israeli settlements in solidarity with the Palestinian people against ongoing Israeli oppression, apartheid, and colonization"".","ANTISEMITIC EXPRESSION","DEMONIZATION, CALLS FOR BDS"
"64835923d1ffec0028189529","63ebdbf2c2acdd00296abbc5","Moraine Valley Community College","06/02/2023","06/02/2023","12","00","AM",1.685664e+12,"2023-06-02T00:00:00.000Z","06/02/2023 12:00 am",720,"<p>The Palestine Assembly Liberation held the event, ""Unite to Return"" on campus, which was advertised with an image of all of Israel with a key, and argued for the ""right of return"", which, if implemented, would deny Jews self-determination [1].","ANTISEMITIC EXPRESSION","DENYING JEWS SELF-DETERMINATION"
"6478d8486b5ccf0028bb4b9e","5b4bd8b02d7f5f28788b1613","CUNY City College","06/01/2023","06/01/2023","12","00","AM",1685577600000,"2023-06-01T00:00:00.000Z","06/01/2023 12:00 am",720,"<p>The Undergraduate Student Government released a statement and accompanying language that scoffed at Jewish concerns of antisemitism in a commencement speech by Fatima Mohammed, claimed her speech ""falls under critical political discourse"" and expressed ""unapologetic"" support for Fatima [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"6478de862a4c9d00274e2e79","5b4bd8b02d7f5f28788b1613","CUNY City College","06/01/2023","06/01/2023","12","00","AM",1685577600000,"2023-06-01T00:00:00.000Z","06/01/2023 12:00 am",720,"<p>SJP released a statement titled ""CCNY Students for Justice in Palestine Statement on CUNY Chancellor's statement on Fatima Mohammed's Commencement Speech"" that demonized Israel throughout and denigrated the CUNY Chancellor for calling Fatima Mohammed's commencement speech denigrating Zionists, demonizing Israel and calling for BDS ""hate speech"" [1].","TARGETING JEWISH STUDENTS AND STAFF","DENIGRATION, DEMONIZATION"
"647a229c9640c10029cbba7c","5b4bd8b02d7f5f28788b1617","CUNY Hunter College","06/01/2023","06/01/2023","12","00","AM",1685577600000,"2023-06-01T00:00:00.000Z","06/01/2023 12:00 am",720,"<p>PSA Hunter College released a statement expressing support for the commencement speech of CUNY School of Law's Fatima Mohammed, which denigrated Zionists, demonized Israel and supported BDS, where the statement itself demonized Israel and denigrated the CUNY Chancellor and urged supporters to email the Chancellor demanding that he recant his claim that the speech was ""hate speech"" [1].","TARGETING JEWISH STUDENTS AND STAFF","DENIGRATION, DEMONIZATION"
"6478dcff77998000281dfff3","5b4bd8b02d7f5f28788b1621","CUNY System","05/31/2023","05/31/2023","12","00","AM",1685491200000,"2023-05-31T00:00:00.000Z","05/31/2023 12:00 am",720,"<p>Within Our Lifetime (WOL) urged [1] supporters to email the CUNY administration to take action against ""anti-Palestinian racism"" and defend Fatima Mohammed's commencement address and denounce the University for calling her speech ""hate speech"" because of its denigration of Zionists, demonization of Israel and support of BDS, where WOL called on supporters to sign a petition [2] and email the administration to echo the petition's wording, which denigrated Jewish organizations as well as Jewish CUNY professors, and the administration itself.","TARGETING JEWISH STUDENTS AND STAFF","BULLYING, DENIGRATION, DEMONIZATION"
"64778fef0fb05800290735a9","5b4bd8b02d7f5f28788b161f","CUNY School of Law","05/30/2023","05/30/2023","12","00","AM",1685404800000,"2023-05-30T00:00:00.000Z","05/30/2023 12:00 am",720,"<p>The anti-zionist group CUNY Jewish Students Law Association released [1] a letter [2-3] signed by over a dozen CUNY-related student groups, which scoffed at Jewish claims of antisemitism, demonized Israel and claimed, ""If CUNY Law wants to show it cares for its Jewish students, it can do so by showing it cares for [commencement speaker] Fatima,"" who was widely denounced for antisemitic remarks made during her commencement speech, including by legislators.","TARGETING JEWISH STUDENTS AND STAFF","DENIGRATION, DEMONIZATION"
"648408152fca5d0027be14d4","5b4bd8b02d7f5f28788b161f","CUNY School of Law","05/30/2023","05/30/2023","12","00","AM",1685404800000,"2023-05-30T00:00:00.000Z","05/30/2023 12:00 am",720,"<p>JVP New York released a statement ""In Support of CUNY Law Commencement Speaker"" that supported the commencement speech of CUNY School of Law's Fatima Mohammed, which denigrated Zionists, demonized Israel and supported BDS, where the statement itself demonized Israel [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"647632fbe02cf3001d0a5f59","5b4bd8b42d7f5f28788b1819","Wayne State University","05/27/2023","05/27/2023","12","00","AM",1685145600000,"2023-05-27T00:00:00.000Z","05/27/2023 12:00 am",720,"<p>SJP held a “Palestine 101” event which was advertised as “cover[ing] the history of the on-going ethnic cleansing of Palestinians”[1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"646e38859658ac0028a0e9e8","5b4bd8b22d7f5f28788b171f","Seattle University","05/22/2023","05/22/2023","12","00","AM",1684713600000,"2023-05-22T00:00:00.000Z","05/22/2023 12:00 am",720,"<p>SJP initiated a letter writing campaign titled ""Keep Our Communities Safe, Drop the ADL Now"" [1] to ""Tell Seattle University to Drop Sponsorship of ADL Director Keynote Speech"" [2-3], which denigrated the ADL throughout, demonized Israel, and called on Seattle University ""to cancel their co-sponsorship of upcoming keynote speaker Anti-Defamation League (ADL) Director, Jonathan Greenblatt at the 42nd Clergy Institute,"" since ""to actively support the ADL is to work against Seattle University’s mission of empowering leaders for a just and humane world,"" and the campaign resulted in nearly 3,000 emails being sent to the administration.","TARGETING JEWISH STUDENTS AND STAFF","DENIGRATION, SUPPRESSION OF SPEECH/MOVEMENT/ASSEMBLY, DEMONIZATION"
"646bd74c90b4c500296dc4fe","5b4bd8b32d7f5f28788b1781","University of Chicago","05/21/2023","05/21/2023","12","00","AM",1684627200000,"2023-05-21T00:00:00.000Z","05/21/2023 12:00 am",720,"<p>The student newspaper, <em>The Chicago Maroon</em>, published a ""Coalition Statement on Bret Stephens’s Class Day Invitation"" - a joint statement by SJP, CareNotCops, Environmental Justice Task Force, Students for Disability Justice, UChicago Against Displacement, and UChicago Democratic Socialists of America - which denigrated Stephens as a ""racist"" and demonized Israel throughout [1].","TARGETING JEWISH STUDENTS AND STAFF","DENIGRATION, DEMONIZATION"
"647e26d7bb6b2400280b093f","5b4bd8b22d7f5f28788b16f9","Portland State University","05/21/2023","05/21/2023","12","00","AM",1684627200000,"2023-05-21T00:00:00.000Z","05/21/2023 12:00 am",720,"<p>SUPER held an off-campus ""Nakba75 – Resistance Until Reclamation"" [1-2], rally which involved a booth with a large banner stating ""Sanction Israel, Stop Ethnic Cleansing"" and was advertised as ""Resistance until reclamation, generation after generation, until total liberation"".","ANTISEMITIC EXPRESSION","DEMONIZATION, CALLS FOR BDS, DENYING JEWS SELF-DETERMINATION"
"646bcca6f3419400299c1bdf","5b4bd8b32d7f5f28788b176b","University of California Davis","05/19/2023","05/19/2023","12","00","AM",1684454400000,"2023-05-19T00:00:00.000Z","05/19/2023 12:00 am",720,"<p>SJP held “Anti-Zionism Week” [1], advertised as “commemorat[ing] Palestinian steadfastness in the face of the historical and ongoing brutal settler colonialism and military occupation of their land,” which included the erection of an “Apartheid wall”[2].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"646d50584d7597002834c3bd","5b4bd8b32d7f5f28788b1779","University of California Santa Barbara","05/19/2023","05/19/2023","12","00","AM",1684454400000,"2023-05-19T00:00:00.000Z","05/19/2023 12:00 am",720,"<p>""From the River to the Sea, Palestine Will be Free"" was spray painted in large letters outside UCSB Chabad, which was discovered as 800 Jewish students were gathering to celebrate Shabbat and was carried out shortly before the Jewish students' arrival [1].","TARGETING JEWISH STUDENTS AND STAFF","DESTRUCTION OF JEWISH PROPERTY, DEMONIZATION, BULLYING"
"64679e63ef62cc0026dc8cdc","5b4bd8b42d7f5f28788b1825","Western Washington University","05/18/2023","05/18/2023","12","00","AM",1.684368e+12,"2023-05-18T00:00:00.000Z","05/18/2023 12:00 am",720,"<p>The Arab Student Association held ""Israeli Apartheid Week"" [1], which included the demonizing event ""Greenwashing"" [2].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"64667536dad7cb0028c0461b","5b4bd8b42d7f5f28788b1803","University of Washington","05/17/2023","05/17/2023","12","00","AM",1684281600000,"2023-05-17T00:00:00.000Z","05/17/2023 12:00 am",720,"<p>SUPER held ""Palestine Awareness Week,"" which included erecting an ""Apartheid Wall"" [1] whose panels accused Israel of engaging in ""apartheid"" and called for the support of BDS [2].","ANTISEMITIC EXPRESSION","DEMONIZATION, CALLS FOR BDS"
"646675ad4171c2002709d1c1","5b4bd8b42d7f5f28788b1825","Western Washington University","05/17/2023","05/17/2023","12","00","AM",1684281600000,"2023-05-17T00:00:00.000Z","05/17/2023 12:00 am",720,"<p>The Arab Student Association held ""Israeli Apartheid Week"" [1], which included the demonizing event ""Pinkwashing + Documentary""[2].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"64667d97640c240028068763","5b4bd8b02d7f5f28788b161f","CUNY School of Law","05/17/2023","05/17/2023","12","00","AM",1684281600000,"2023-05-17T00:00:00.000Z","05/17/2023 12:00 am",720,"<p>The commencement speaker at the 2023 graduating class, Fatima Mohammed,  a member of CUNY Law’s chapter of SJP denigrated Zionists and demonized Israel in her commencement speech [1-4].","TARGETING JEWISH STUDENTS AND STAFF","DENIGRATION, DENYING JEWS SELF-DETERMINATION, DEMONIZATION, CALLS FOR BDS"
"646682f8ae9d1a002740a064","5b4bd8b22d7f5f28788b1717","San Francisco State University","05/17/2023","05/17/2023","12","00","AM",1684281600000,"2023-05-17T00:00:00.000Z","05/17/2023 12:00 am",720,"<p>AMED at SFSU promoted on the department's official Instagram account a closing statement given by SFSU Professor Tomomi Kinukawa in April of 2022 that stated, ""Restoring our academic freedom and ending violence and the hostile environments on our campus, demands that SFSU immediately sever its ties with the apartheid state of Israel, rightwing Zionist and white supremacist organizations, and private donors"" as well as a published statement of Kinukawa expressing, ""'Dissemination of truth is the biggest fear and threat' to Israeli Zionists"".","TARGETING JEWISH STUDENTS AND STAFF","DEMONIZATION, DENIGRATION"
"6463c70cf2b0790026696d71","5b4bd8b42d7f5f28788b1825","Western Washington University","05/16/2023","05/16/2023","12","00","AM",1684195200000,"2023-05-16T00:00:00.000Z","05/16/2023 12:00 am",720,"<p>The Arab Student Association (ASA) held the event ""Anti-Zionism is not Antisemitism"" as part of ""Israeli Apartheid Week,"" whose advertisement stated, ""Palestinians have been suffering under Israel's apartheid state for 75 years, and Zionism is the catalyst to their pain,"" ""Despite Israel violating international law on several instances, they claim any criticism directed their way is 'anti-semitic' in order to avoid accountability,"" ""Don't fall for this distraction,"" ""Join us at our panel to learn what Zionism really is, who it actually serves, and why we reject its racist intentions"" [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"6463d480bf10d10027b6d2e5","5b4bd8b02d7f5f28788b162d","DePaul University","05/16/2023","05/16/2023","12","00","AM",1684195200000,"2023-05-16T00:00:00.000Z","05/16/2023 12:00 am",720,"<p>SJP released an anti-normalization statement that condemned DePaul for holding an event ""normalizing 'peace talk' dialogues"" and claimed, ""you are all directly contributing to the occupation and ethnic cleansing of Palestinians"" [1].","TARGETING JEWISH STUDENTS AND STAFF","SUPPRESSION OF SPEECH/MOVEMENT/ASSEMBLY, DENIGRATION, DEMONIZATION"
"6463d97ffb8a2b002961a392","5b4bd8b02d7f5f28788b162d","DePaul University","05/16/2023","05/16/2023","12","00","AM",1684195200000,"2023-05-16T00:00:00.000Z","05/16/2023 12:00 am",720,"<p>Students Against Incarceration DePaul released an anti-normalization statement to stand ""in solidarity with Students for Justice in Palestine DePaul as they stand against the normalization of Palestinian occupation here at DePaul,"" which demonized Israel and urged DePaul to ""condemn future conversation [with Israelis] like this from happening"" [1].","TARGETING JEWISH STUDENTS AND STAFF","SUPPRESSION OF SPEECH/MOVEMENT/ASSEMBLY, DEMONIZATION"
"6463dac471a706002ab78053","5b669900d952c20753eeb448","University of Hawaii Manoa","05/16/2023","05/16/2023","12","00","AM",1684195200000,"2023-05-16T00:00:00.000Z","05/16/2023 12:00 am",720,"<p>SFJP, with sponsorship from USACBI, held a “75th Anniversary Nakba” event entitled “Resisting the Ongoing Nakba: The Role for Academic and Cultural Boycott"".","TARGETING JEWISH STUDENTS AND STAFF","SUPPRESSION OF SPEECH/MOVEMENT/ASSEMBLY, CALLS FOR BDS"
"64651780953ff200288dd21f","5b4bd8b22d7f5f28788b1703","Rice University","05/16/2023","05/16/2023","12","00","AM",1684195200000,"2023-05-16T00:00:00.000Z","05/16/2023 12:00 am",720,"<p>SJP organized an off-campus banner drop on US-59 where banners stated ""Israeli Zionism [Equals] Racism"" and ""Free Occupied Palestine""[1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"64751ed4f6ed250028895130","5b4bd8b32d7f5f28788b1779","University of California Santa Barbara","05/16/2023","05/16/2023","12","00","AM",1684195200000,"2023-05-16T00:00:00.000Z","05/16/2023 12:00 am",720,"<p>SJP held an ""Organizing for Palestine 101"" event at the Graduate Student Assembly Lounge, which, according to the <em>Daily Nexus</em>, ""cover[ed] tenets of pro-Palestine activism such as divestment from companies contributing to human rights violations in the region and 'reinvesting into community resources'""[1].","BDS ACTIVITY","BDS EVENT"
"64627aa00d4df00027999d88","5b4bd8b32d7f5f28788b1779","University of California Santa Barbara","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP held the event ""Queer Palestinian Liberation,"" which was advertised as a ""conversation about the struggle Queer Palestinians face against pinkwashing and other forms of erasure"" [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"64627bf9b621df00295ef5f0","5b4bd8b32d7f5f28788b1779","University of California Santa Barbara","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP held the event ""Apartheid Wall Showing,"" which included a large mock ""apartheid wall"" display with panels stating ""Zionism [doesn't equal] Judaism,"" ""Apartheid is Real,"" and ""Boycott, Divestment, Sanctions,"" [1] as well as advocated for the right of return [2-3].","ANTISEMITIC EXPRESSION","DEMONIZATION, CALLS FOR BDS, DENYING JEWS SELF-DETERMINATION"
"6463c66af2b0790026696bec","5b4bd8b02d7f5f28788b1617","CUNY Hunter College","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP used demonizing language in an email template [1] that supporters were encouraged to use to the Hunter administration which claimed, ""Such abuses of power demonstrate how out of touch and unaccountable the CUNY administration is to CUNY workers and students, as we have demonstrated time and again, through resolutions, statements and petitions, our opposition to US-backed Israeli settler-colonial rule, apartheid, violence, and dispossession and our solidarity with the Palestinian liberation struggle"" [2].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"6463d4b88ae016002acde090","5b4bd8b22d7f5f28788b174f","Temple University","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP Temple released commentary that included: ""Today marks the 75 years of the ongoing Nakba, colonial apartheid, and Palestinian resistance;"" ""On Saturday May 13th, the Philadelphia community took it to the streets to commemorate the 75th year of the Nakba and say that Zionism is not welcome in our city;"" ""Our work does not stop here, and we will keep going until Palestine is liberated and free from the river to the sea"" [1].","TARGETING JEWISH STUDENTS AND STAFF","SUPPRESSION OF SPEECH/MOVEMENT/ASSEMBLY, DENYING JEWS SELF-DETERMINATION, DEMONIZATION"
"6463d6de0335a70028631647","5b4bd8b32d7f5f28788b1779","University of California Santa Barbara","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP held a Nakba 75 Rally at Storke Tower [1], which included a sign at the rally stating ""Yes to BDS"" [2].","ANTISEMITIC EXPRESSION","CALLS FOR BDS"
"6463d7b930d1ea00284d446c","5b4bd8b32d7f5f28788b1781","University of Chicago","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP held ""Nakba Week,"" whose advertisement stated, ""This year marks the 75th anniversary of Nakba: the Zionist ethnic cleansing of Palestine that began in 1948 and continues to the present day"" [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"6463d7f19629f1002726b324","5b4bd8b32d7f5f28788b177b","University of California Santa Cruz","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP held the event ""1948 The Nakba: 75 Years of Resistance"", which was advertised as ""discussing about the history leading up to the Nakba and the ongoing struggle and resistance against Zionist settler colonialism today"" [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"6463d9f530a556002890facc","5b4bd8b02d7f5f28788b162d","DePaul University","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP held ""Israeli Apartheid Week,"" which included an ""Apartheid Wall Showing"" [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"6463da4aafff76002726caba","5b4bd8b42d7f5f28788b1825","Western Washington University","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>The Arab Student Association held ""Israeli Apartheid Week,"" which included a ""mock apartheid wall"" [1].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"646502a41a832d002833ec85","5b4bd8b22d7f5f28788b16db","Northwestern University","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>SJP held a ""Vigil"" as part of ""Nakba Week"" [1], where, according to the <em>Daily Northwestern</em>, an SJP member stated, ""The atrocities committed during the Nakba are a testament to the horrors of colonization and the ongoing oppression faced by the Palestinian people"" and ""Today also marks 75 years of occupation, 75 years of dehumanization, 75 years of apartheid and 75 years of ethnic cleansing""[2].","ANTISEMITIC EXPRESSION","DEMONIZATION"
"64650c78953ff200288dafa8","5b4bd8b22d7f5f28788b16f5","Pennsylvania State University","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>Anti-Zionist students held a rally on campus where, according to the <em>Daily Collegian</em>, a rally organizer claimed that what is happening ""in Palestine is ethnic cleansing,"" signs were held at the rally that stated, ""Long Live the Intifada,"" ""75 Years of Nakba, 75 Years of Resistance,"" and ""Exist, Resist, Return,"" and there was chanting that included ""From the River to the Sea, Palestine will be Free"" [1].","ANTISEMITIC EXPRESSION","DEMONIZATION, CONDONING TERRORISM"
"646516400bed6a0028e69f14","5b4bd8b02d7f5f28788b1627","Dartmouth College","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>PSC held a Nakba Day March, where signs at the march stated: ""Criticism of Apartheid Israel is Not Antisemitism,"" ""Stop Ethnic Cleansing,"" ""Smash Apartheid,"" ""Palestine Will be Free Within our Lifetime,"" [1] and ""When People are Occupied, Resistance is Justified"" [2].","ANTISEMITIC EXPRESSION","CONDONING TERRORISM, DEMONIZATION"
"64651897537a840027cde86c","5b4bd8b32d7f5f28788b1781","University of Chicago","05/15/2023","05/15/2023","12","00","AM",1684108800000,"2023-05-15T00:00:00.000Z","05/15/2023 12:00 am",720,"<p>As part of ""Nakba Week"", SJP held a film screening of ""Gaza Fights for Freedom""[1], which contains expression that condones terrorism, denies Jews self-determination, demonizes Israel and promotes BDS [2].","ANTISEMITIC EXPRESSION","CONDONING TERRORISM, CALLS FOR BDS, DEMONIZATION, DENYING JEWS SELF-DETERMINATION"
